REGION_NAME     ,DIVISION_NAME   ,COUNCIL_NAME              ,POLLING_STATION                                  ,POLLING_STATIONS_COUNT
                ,                ,                          ,CENTRE SOCIAL BESSENGUE / B                      ,1
                ,                ,                          ,CENTRE SOCIAL BESSENGUE / C                      ,1
                ,                ,                          ,CENTRE SOCIAL BESSENGUE / D                      ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / A                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / B                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / C                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / D                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / E                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / F                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / G                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / H                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / I                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / J                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / K                         ,1
                ,                ,                          ,COLLEGE ALFRED SAKER / L                         ,1
                ,                ,                          ,COLLEGE DE LA SALLE / A                          ,1
                ,                ,                          ,COLLEGE DE LA SALLE / B                          ,1
                ,                ,                          ,COLLEGE DE LA SALLE / C                          ,1
                ,                ,                          ,COLLEGE DE LA SALLE / D                          ,1
                ,                ,                          ,COLLEGE DE LA SALLE / E                          ,1
                ,                ,                          ,COLLEGE EYENGUE NKONGO / A                       ,1
                ,                ,                          ,COLLEGE EYENGUE NKONGO / B                       ,1
                ,                ,                          ,COLLEGE EYENGUE NKONGO / C                       ,1
                ,                ,                          ,COLLEGE EYENGUE NKONGO / D                       ,1
                ,                ,                          ,COLLEGE EYENGUE NKONGO / E                       ,1
                ,                ,                          ,COLLEGE EYENGUE NKONGO / F                       ,1
